序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
38,石婧,中银基金,"中银养老一年定开(FOF),中银安康平衡养老三年(FOF)",890,2.55,21.43
39,邵洁,中欧基金,"中欧鼎利债券E,中欧鼎利债券C,中欧鼎利债券A,中欧科创主题3年封闭混合,中欧创新未来18个月封闭混合",608,143.12,55.1
40,石炯,红土创新基金,"红土创新新兴产业混合,红土创新新科技股票",463,7.39,76.14
41,申俊华,南方基金,"南方现金增利货币E,南方现金增利货币F,南方现金增利货币A,南方现金增利货币B",2299,205.01,4.13
42,孙静佳,华泰保兴,"华泰保兴健康消费A,华泰保兴健康消费C",871,1.54,65.73
43,苏俊杰,鹏华基金,"鹏华量化先锋混合,鹏华沪深300指数增强",223,5.97,16.76
44,孙继青,东兴基金管理,"东兴改革精选混合,东兴品牌精选混合A,东兴品牌精选混合C",2228,0.09,60.94
45,桑劲乔,华融基金,"华融现金增利货币A,华融现金增利货币B,华融现金增利货币C",1773,17.98,15.04
46,苏静然,银华基金,"银华稳利灵活配置混合A,银华战略新兴定开混合,银华稳利灵活配置混合C,银华领先策略混合,银华明择多策略定期开放混合,银华价值优选混合",1525,63.66,137.65
47,宋加旺,泰达宏利基金,"泰达淘利债券A,泰达淘利债券C,泰达宏利创盈混合A,泰达宏利创盈混合B,泰达宏利创益混合A,泰达宏利创益混合B,泰达宏利鑫利债券A,泰达宏利鑫利债券C,泰达宏利集利债券A,泰达宏利集利债券C",265,15.54,8.92
48,束金伟,万家基金,万家新机遇龙头企业混合,657,1.63,157.91
49,苏俊彦,长城基金,长城双动力混合,161,1.25,24.72
50,申坤,国泰基金,"国泰成长优选混合,国泰金鑫股票",2324,17.78,129.35
1,沈科,申万菱信基金,"申万菱信安泰丰利债券A,申万菱信安泰丰利债券C,申万菱信安鑫智选混合A,申万菱信安鑫智选混合C",63,1.65,-0.44
2,石磊,银河基金,"银河鑫月享定开混合A,银河鑫月享定开混合C,银河君信混合A,银河君信混合C,银河君信混合I,银河灵活配置混合A,银河灵活配置混合C",906,7.51,93
3,孙磊,金信基金,"金信民长混合A,金信民长混合C",380,2.42,68.56
4,孙琳,申万菱信基金,"申万菱信医药先锋股票,申万菱信盛利精选混合,申万菱信消费增长混合",2816,31.77,149.73
5,宋璐,国投瑞银基金,"国投瑞银中高等级债券A,国投瑞银中高等级债券C,国投瑞银顺源6个月定开债,国投瑞银顺泓债券,国投瑞银顺祺纯债,国投瑞银顺成3个月定开债,国投瑞银和旭一年持有债券A,国投瑞银和旭一年持有债券C,国投瑞银优化增强债券A/B,国投瑞银优化增强债券C,国投瑞银双债债券(LOF)A,国投瑞银双债债券C",1906,145.23,27.24
6,桑磊,中欧基金,"中欧预见养老2035(FOF)A,中欧预见养老2035(FOF)C,中欧预见养老2050五年持有(FOF)A,中欧预见养老2050五年持有(FOF)C,中欧预见养老2025一年持有(FOF),中欧睿智精选一年混合(FOF),中欧甄选3个月持有混合(FOF)A,中欧甄选3个月持有混合(FOF)C",1100,48.06,66.73
7,宋蕾,天弘基金,"天弘标普500(QDII-FOF)A,天弘标普500(QDII-FOF)C,天弘恒生科技指数(QDII)A,天弘恒生科技指数(QDII)C",292,4.67,14.08
8,沈犁,财通基金,"财通新视野灵活配置混合A,财通新视野灵活配置混合C,财通多策略升级混合(LOF)",260,2.38,-4.45
9,孙磊,平安基金,广州广河,129,,
10,司帆,华夏基金,"华夏中证全指证券公司ETF联接A,华夏中证全指证券公司ETF联接C,华夏中证全指证券公司ETF",100,12.08,7.96
11,孙蕾,华夏基金,"华夏鼎祥三个月定开债A,华夏鼎祥三个月定开债C,华夏鼎航债券A,华夏鼎航债券C",59,30.83,0.21
12,苏利华,金元顺安基金,"金元顺安金通宝货币A,金元顺安金通宝货币B,金元顺安沣泰定开债发起式,金元顺安泓丰87个月定开债A,金元顺安泓丰87个月定开债C,金元顺安金元宝货币A,金元顺安金元宝货币B",1357,172.15,16.12
13,孙鲁闽,南方基金,"南方安泰混合A,南方致远混合A,南方致远混合C,南方宝丰混合A,南方宝丰混合C,南方宁悦一年持有期混合A,南方宁悦一年持有期混合C,南方宝恒混合A,南方宝恒混合C,南方安泰混合C,南方佳元6个月持有债券A,南方佳元6个月持有债券C",3957,213.79,46.41
14,孙丽娜,华安基金,"华安年年盈定开债A,华安年年盈定开债C,华安汇财通货币,华安现金宝货币A,华安现金宝货币B,华安现金润利,华安鑫福定开债A,华安鑫福定开债C,华安鑫浦定开债A,华安鑫浦定开债C,华安添祥6个月持有混合,华安现金富利货币A,华安日日鑫货币A,华安日日鑫货币B,华安现金富利货币B,华安日日鑫货币H",2602,2500.17,36.46
15,索丽娜,中银基金,"中银慧享中短利率债债券A,中银慧享中短利率债债券B,中银丰和定开债券,中银信享定期开放债券,中银添瑞6个月A,中银添瑞6个月C,中银恒优12个月持有期债券A,中银恒优12个月持有期债券C,中银欣享利率债,中银聚享债券A,中银聚享债券B",960,504.74,8.35
16,孙麓深,招商基金,"招商招恒纯债A,招商招恒纯债C,招商招怡纯债A,招商招怡纯债C,招商招怡纯债D",684,1.11,4.86
17,孙连玉,前海联合,"前海联合智选3个月持有混合(FOF)A,前海联合智选3个月持有混合(FOF)C",365,0.02,5.59
18,孙蒙,华夏基金,"华夏智胜价值成长A,华夏智胜价值成长C,华夏中证500指数增强A,华夏中证500指数增强C,华夏安泰对冲策略3个月定开混合,华夏中证500指数智选增强A,华夏中证500指数智选增强C",576,71.63,68.78
19,苏谋东,万家基金,"万家瑞富灵活配置混合A,万家瑞祥混合A,万家瑞祥混合C,万家瑞和灵活配置混合A,万家瑞和灵活配置混合C,万家鑫丰纯债A,万家鑫丰纯债C,万家聚利混合A,万家聚利混合C,万家民丰回报一年持有混合,万家瑞富灵活配置混合C,万家瑞泽回报一年持有混合,万家招瑞回报一年持有混合A,万家招瑞回报一年持有混合C,万家增强收益债券,万家信用恒利债券A,万家信用恒利债券C",3060,118.24,45.42
20,孙明达,新华基金,"新华战略新兴产业灵活配置混合,新华鑫泰灵活配置混合,新华中小市值优选混合",72,3.07,8.65
21,沈明辉,安信基金,"安信工业4.0灵活配置混合A,安信工业4.0灵活配置混合C",238,0.1,-11.22
22,施敏佳,上银基金,上银科技驱动双周定期可赎回混合,2032,2.25,-4.4
23,施名轩,民生加银基金,民生加银精选混合,35,0.7,-8.2
24,司马义买买提,东兴基金管理,"东兴安盈宝A,东兴安盈宝B,东兴兴利债券A,东兴兴福一年定开债券,东兴兴财短债债券A,东兴兴财短债债券C,东兴兴瑞一年定开A,东兴鑫远三年定开,东兴兴利债券C,东兴兴利债券D,东兴兴瑞一年定开C",170,55.99,2.98
25,沈楠,交银施罗德基金,"交银瑞思三年封闭运作混合,交银主题优选混合,交银国企改革灵活配置混合",2354,81.92,180.49
26,苏宁,平安基金,"平安鼎信债券,平安惠享纯债A,平安合泰定开债,平安合悦定开债,平安惠诚纯债债券,平安元盛超短债A,平安元盛超短债C,平安元盛超短债E,平安元丰中短债债券A,平安元丰中短债债券C,平安元丰中短债债券E,平安合享1年定开债,平安惠享纯债C,平安鼎弘混合(LOF)C,平安鼎弘混合(LOF)D,平安鼎弘混合(LOF)A",659,83.95,5.98
27,宋鹏,汇添富基金,"汇添富鑫瑞债券A,汇添富鑫瑞债券C,汇添富稳健睿享一年持有混合A,汇添富稳健睿享一年持有混合C,汇添富双享回报债券A,汇添富双享回报债券C,汇添富稳健睿享一年持有混合D,汇添富稳鑫120天滚动持有债券A,汇添富稳鑫120天滚动持有债券C",49,21.94,0
28,申庆,兴证全球基金,"兴全恒益债券A,兴全恒益债券C,兴全沪深300指数(LOF)C,兴全中证800六个月持有指数A,兴全中证800六个月持有指数C,兴全沪深300指数(LOF)A",3999,111.73,155.76
29,宋青,诺安基金,"诺安精选价值混合,诺安油气能源,诺安全球黄金,诺安全球收益不动产",3622,7.62,53.64
30,孙庆,惠升基金,"惠升惠新混合A,惠升惠新混合C,惠升惠泽混合A,惠升惠泽混合C,惠升惠兴混合A,惠升惠兴混合C,惠升和悦债券A,惠升和悦债券C,惠升和睿兴利债券A,惠升和睿兴利债券C,惠升惠益混合A,惠升惠益混合C,惠升优势企业一年持有期混合",716,74.67,67.96
31,邵强,中海基金,"中海中短债债券,中海惠裕纯债发起式",968,0.68,6.23
32,尚琼,大成基金,"大成养老2040(FOF)A,大成养老2040(FOF)C,大成兴享平衡养老三年(FOF)",840,4.29,40.25
33,苏圻涵,华安基金,"华安香港精选股票(QDII),华安大中华升级股票",5460,6.95,124.2
34,孙倩倩,金鹰基金,"金鹰鑫益混合A,金鹰鑫益混合C,金鹰民富收益混合A,金鹰民富收益混合C,金鹰鑫益混合E",1148,11.73,9.76
35,宋倩倩,广发基金,"广发景宁债券A,广发聚泰混合A,广发聚泰混合C,广发汇承定期开放债券,广发景明中短债A,广发景明中短债C,广发景兴中短债A,广发景兴中短债C,广发景明中短债E,广发添财180天滚动持有债券A,广发添财180天滚动持有债券C,广发添财180天滚动持有债券E,广发添财90天滚动持有债券A,广发添财90天滚动持有债券C,广发景宁债券C,广发纯债债券A,广发纯债债券C",440,74.29,5.49
36,宋青涛,浙商证券资管,浙商汇金卓越优选3个月(FOF),433,0.77,5.72
37,苏卿云,华安基金,"华安中证细分医药ETF联接A,华安中证细分医药ETF联接C,华安中证500低波ETF联接A,华安中证500低波ETF联接C,华安国证生物医药指数A,华安国证生物医药指数C,华安上证龙头ETF联接,华安中证银行指数,华安上证龙头ETF,华安中证细分医药ETF,华安中证低波动ETF,华安恒生科技(QDII-ETF),华安中证银行ETF,华安上证科创板50ETF",1760,25.05,57.51
38,沈荣,光大保德信基金管理,"光大现金宝货币A,光大现金宝货币B,光大尊盈半年定开债A,光大尊盈半年定开债C,光大耀钱包货币A,光大尊富18个月定开债A,光大尊富18个月定开债C,光大安和债券A,光大安和债券C,光大耀钱包货币B,光大超短债A,光大超短债C,光大货币B,光大尊合87个月定开债,光大安瑞一年持有A,光大安瑞一年持有C,光大货币A,光大添天盈五年定开债",1534,478.05,14.03
39,宋仁杰,泰康资产,"泰康策略优选混合,泰康景泰回报混合A,泰康景泰回报混合C,泰康品质生活混合A,泰康品质生活混合C",759,43.78,100.88
40,施荣盛,安信基金,"安信量化优选股票A,安信量化优选股票C,安信中证一带一路主题指数,安信深圳科技指数(LOF)A,安信深圳科技指数(LOF)C",640,3.33,53.39
41,沈若雨,汇添富基金,"汇添富盈安灵活配置混合,汇添富互联网核心资产六个月持有混合A,汇添富互联网核心资产六个月持有混合C",275,65.47,11.5
42,孙松,易方达基金,"易方达新常态灵活配置混合,易方达稳健增长混合A,易方达稳健增长混合C,易方达稳健回报一年混合A,易方达稳健回报一年混合C,易方达稳健添利混合A,易方达稳健添利混合C,易方达稳健增利混合A,易方达稳健增利混合C",1024,94.24,141.27
43,孙晟,建信基金,"建信新经济灵活配置混合,建信中国制造2025,建信高端装备股票A,建信高端装备股票C",2024,6,137.11
44,孙绍冰,富安达基金,"富安达新兴成长混合,富安达科技领航混合",2337,2.69,47.11
45,孙少锋,博时基金,"博时颐泰混合A,博时颐泰混合C,博时平衡配置混合,博时策略混合",2213,13.99,102.84
46,尚烁徽,华泰保兴,"华泰保兴吉年丰混合发起A,华泰保兴吉年丰混合发起C,华泰保兴成长优选A,华泰保兴成长优选C,华泰保兴吉年利定开,华泰保兴多策略,华泰保兴价值成长A,华泰保兴价值成长C",1665,28.2,198.31
47,施同亮,摩根士丹利华鑫基金,"大摩优质信价纯债A,大摩优质信价纯债C,大摩丰裕63个月开放债券,大摩强收益债券",1739,159.49,22.11
48,苏天醒,国寿安保基金,"国寿安保创精选88ETF,国寿安保中证沪港深300ETF",227,32.76,21.24
49,史伟,博道基金,博道睿见一年持有期混合,2682,12.84,4.84
50,孙伟,民生加银基金,"民生加银策略精选混合A,民生加银新兴成长混合,民生加银新动能一年定开混合A,民生加银新动能一年定开混合C,民生加银策略精选混合C,民生加银新兴产业混合A,民生加银新兴产业混合C,民生加银成长优选股票,民生加银科创3年封闭混合",2656,218.49,543.23
1,沙炜,博时基金,"博时丝路主题股票A,博时丝路主题股票C,博时研究臻选持有期混合A,博时研究臻选持有期混合C,博时战略新材料主题混合A,博时战略新材料主题混合C,博时周期优选混合A,博时周期优选混合C,博时优质鑫选一年持有期混合A,博时优质鑫选一年持有期混合C",2337,28.99,200.41
2,孙伟,南方基金,"南方创业板ETF联接A,南方中证500信息技术联接A,南方中证全指证券公司ETF联接A,南方中证全指证券公司ETF联接C,南方创业板ETF联接C,南方深证成份ETF联接C,南方中证500信息技术联接C,南方银行ETF联接A,南方银行ETF联接C,南方H股联接A,南方H股联接C,南方上证380ETF联接C,南方创业板ETF联接E,南方银行ETF联接E,南方深证成份ETF,南方创业板ETF,南方恒生中国企业ETF,南方中证高铁产业指数(LOF),南方深证成份ETF联接A,南方上证380ETF联接A,南方上证380ETF,南方中证500信息技术ETF,南方中证银行ETF,南方中证全指证券公司ETF",2337,279.67,72.7
3,孙伟,东方红资产管理,"东方红智远三年持有混合,东方红睿泽三年定开混合C,东方红睿满沪港深混合(LOF),东方红睿泽三年定开混合A",2092,335.09,207.49
4,单文,工银瑞信基金,"工银信息产业混合A,工银互联网加股票,工银香港中小盘人民币,工银香港中小盘美元,工银沪港深股票A,工银新经济人民币,工银新经济美元,工银红利优享混合A,工银红利优享混合C,工银沪港深股票C,工银创新精选一年定开混合A,工银创新精选一年定开混合C,工银创新成长混合A,工银创新成长混合C,工银信息产业混合C",1940,201.09,214.04
5,孙文,中信建投基金,"中信建投睿溢混合A,中信建投睿溢混合C",171,0.24,-6
6,苏文杰,嘉实基金,"嘉实资源精选股票A,嘉实资源精选股票C",1087,5.01,162.3
7,孙文龙,国投瑞银基金,"国投瑞银精选收益混合,国投瑞银远见成长混合A,国投瑞银远见成长混合C,国投瑞银价值成长一年持有混合A,国投瑞银价值成长一年持有混合C,国投瑞银创新动力混合,国投瑞银稳健增长混合,国投瑞银新兴产业混合",2456,71.79,215.75
