,序号,姓名,所属公司,现任基金,累计从业时间,现任基金资产总规模,现任基金最佳回报
1603,4,魏东,国联安基金,"国联安核心资产策略混合,国联安精选混合",17 ,22.43,305.63
1604,5,王迪,融通基金,"融通新能源汽车主题精选混合A,融通新能源汽车主题精选混合C",3 ,15.6,227.41
1605,6,王丹,嘉实基金,"嘉实沪港深回报混合,嘉实主题混合",3 ,56.86,130.61
1606,7,王丹,富荣基金,"富荣货币A,富荣货币B,富荣富乾债券A,富荣富乾债券C,富荣福鑫混合A,富荣福鑫混合C,富荣价值精选混合A,富荣价值精选混合C,富荣富合一年定开债",2 ,106.43,46.28
1607,8,吴敌,广发基金,"广发安享混合A,广发安享混合C,广发安盈混合A,广发安盈混合C,广发可转债债券A,广发可转债债券C,广发可转债债券E",1 ,21.62,72.89
1608,9,吴迪,广发基金,"广发集丰债券A,广发集丰债券C,广发集富纯债A,广发集富纯债C,广发景丰纯债,广发鑫和灵活配置混合A,广发鑫和灵活配置混合C,广发聚源债券(LOF)A,广发聚源债券(LOF)C,广发理财年年红债券",1 ,59.66,13.56
1609,10,王丹,新华基金,"新华双利债券A,新华双利债券C,新华增怡债券A,新华增怡债券C",1 ,2.22,15.45
1610,11,王登峰,天弘基金,"天弘余额宝货币,天弘现金管家货币C,天弘现金管家货币D,天弘弘运宝货币A,天弘弘运宝货币B,天弘云商宝,天弘现金管家货币E,天弘现金管家货币A,天弘现金管家货币B",9 ,8784.91,33.13
1611,12,王东杰,建信基金,"建信大安全战略精选股票,建信战略精选灵活配置混合A,建信战略精选灵活配置混合C,建信臻选混合,建信核心精选混合",6 ,60.33,201.07
1612,13,王大鹏,摩根士丹利华鑫基金,"大摩健康产业混合,大摩内需增长混合,大摩基础行业混合,大摩卓越成长混合,大摩消费领航混合",7 ,30.69,247.6
1613,14,王东旋,华商基金,华商大盘量化精选混合,6 ,3.9,115.95
1614,15,王登元,富国基金,"富国智诚精选混合(FOF),富国智优精选3个月持有混合(FOF)A,富国智优精选3个月持有混合(FOF)C",2 ,9.32,62.99
1615,16,伍方方,兴业基金,"兴业添利债券,兴业丰利债券,兴业增益五年定开债,中证兴业中高等级信用债指数,兴业中短债C,兴业中短债A,兴业福鑫债券,兴业纯债6个月定开债A,兴业纯债6个月定开债C",3 ,257.84,13.96
1616,17,吴丰树,博时基金,"博时荣丰回报三年封闭混合A,博时荣丰回报三年封闭混合C,博时荣华灵活配置混合A,博时荣华灵活配置混合C,博时港股通红利精选混合A,博时港股通红利精选混合C",11 ,11.71,16.78
1617,18,王刚,招商基金,"招商瑞丰灵活配置混合发起式A,招商丰泽混合A,招商丰泽混合C,招商瑞丰灵活配置混合发起式C,招商安德灵活配置混合A,招商安德灵活配置混合C,招商安荣混合A,招商安荣混合C,招商丰美混合A,招商丰美混合C,招商添瑞1年定开债A,招商添瑞1年定开债C,招商金融债3个月定开债",5 ,208.29,48.84
1618,19,吴刚,中融基金,"中融物联网主题灵活配置混合,中融鑫价值混合A,中融鑫价值混合C,中融低碳经济3个月持有混合A,中融低碳经济3个月持有混合C",4 ,15.55,198.65
1619,20,魏刚,农银汇理基金,"农银区间收益混合,农银汇理量化智慧动力混合,农银汇理永盛定期开放混合",4 ,5.87,122.6
1620,21,王高,中邮基金,"中邮多策略灵活配置混合,中邮稳健添利灵活配置混合,中邮乐享收益灵活配置混合,中邮中证500指数增强C,中邮价值优选定开混合,中邮中证500指数增强A",1 ,6.51,29.44
1621,22,王刚,富国基金,富国首创水务REITs,0 ,,
1622,23,王贵君,长盛基金,"长盛盛和纯债A,长盛盛和纯债C,长盛盛裕纯债A,长盛盛裕纯债C,长盛稳益6个月A,长盛稳益6个月C,长盛安逸纯债债券A,长盛安逸纯债债券C,长盛安逸纯债债券D",1 ,26.65,7.4
1623,24,吴国杰,鹏华基金,"鹏华丰华债券,鹏华丰玉债券,鹏华丰源债券,鹏华丰庆债券,鹏华永益3个月定开债,鹏华丰润债券(LOF)",0 ,177.94,2.29
1624,25,吴国清,前海开源基金,"前海开源一带一路混合A,前海开源金银珠宝混合A,前海开源沪港深隆鑫混合A,前海开源沪港深隆鑫混合C,前海开源一带一路混合C,前海开源金银珠宝混合C,前海开源鼎瑞债券A,前海开源鼎瑞债券C,前海开源沪港深核心资源混合A,前海开源沪港深核心资源混合C,前海开源瑞和债券A,前海开源瑞和债券C,前海开源沪港深核心驱动混合,前海开源沪港深乐享生活,前海开源沪港深强国产业混合,前海开源沪港深农业混合",6 ,69.92,206.25
1625,26,王贵重,嘉实基金,"嘉实文体娱乐股票A,嘉实文体娱乐股票C,嘉实科技创新混合,嘉实港股互联网产业核心资产A,嘉实港股互联网产业核心资产C,嘉实创业板两年定期混合",2 ,30.88,155.21
1626,27,汪晖,德邦基金,德邦优化混合,10 ,1.48,83.35
1627,28,王浩,中信建投基金,"中信建投智信物联网A,中信建投智信物联网C",5 ,4.05,57.95
1628,29,吴华,泰达宏利基金,"泰达宏利复兴混合,泰达价值长青混合A,泰达价值长青混合C,泰达宏利消费服务混合A,泰达宏利消费服务混合C,泰达宏利效率优选混合",8 ,21.39,98.42
1629,30,吴昊,招商基金,招商行业领先混合A,9 ,4.17,204.85
1630,31,王浩,银华基金,"银华高端制造业混合,银华互联网主题灵活配置混合,银华兴盛股票,银华阿尔法混合,银华安盛混合",6 ,43.06,148.3
1631,32,吴昊,德邦基金,"德邦福鑫灵活配置混合A,德邦福鑫灵活配置混合C,德邦稳盈增长灵活配置混合,德邦安鑫混合A,德邦安鑫混合C,德邦惠利混合A,德邦惠利混合C,德邦科技创新一年定开混合A,德邦科技创新一年定开混合C",6 ,18.21,125.01
1632,33,吴昊,中信保诚基金,"信诚新泽A,信诚新泽B,信诚新悦回报灵活配置混合A,信诚新悦回报灵活配置混合B,中信保诚新蓝筹混合,中信保诚龙腾精选混合,信诚新机遇混合(LOF),信诚四季红混合,中信保诚盛世蓝筹混合",6 ,33.45,137.73
1633,34,吴昊,华商基金,"华商新常态混合,华商高端装备制造股票,华商领先企业混合",4 ,19.31,204.62
1634,35,王华,鹏扬基金,"鹏扬双利债券A,鹏扬双利债券C,鹏扬淳合债券,鹏扬添利增强债券A,鹏扬添利增强债券C,鹏扬富利增强债A,鹏扬富利增强债C,鹏扬淳选一年定开债,鹏扬淳悦一年定开债发起式,鹏扬稳利债券A,鹏扬稳利债券C,鹏扬景安一年持有期混合A,鹏扬景安一年持有期混合C,鹏扬景润一年持有混合A,鹏扬景润一年持有混合C,鹏扬景浦一年持有混合A,鹏扬景浦一年持有混合C",4 ,83.69,24.8
1635,36,王欢,国联安基金,"国联安通盈混合A,国联安睿祺灵活配置混合,国联安鑫享灵活配置混合A,国联安鑫享灵活配置混合C,国联安通盈混合C,国联安添利增长债A,国联安添利增长债C,国联安信心增长债券A,国联安信心增长债券B",4 ,18.18,41.16
1636,37,吴昊,方正富邦基金,"方正富邦创新动力混合C,方正富邦红利精选混合C,方正富邦天睿混合A,方正富邦天睿混合C,方正富邦天鑫混合A,方正富邦天鑫混合C,方正富邦天恒混合A,方正富邦天恒混合C,方正富邦科技创新A,方正富邦科技创新C,方正富邦中证500指数增强A,方正富邦中证500指数增强C,方正富邦ESG主题投资混合A,方正富邦ESG主题投资混合C,方正富邦深证100ETF,方正富邦保险主题指数,方正富邦大湾区综指(LOF),方正富邦消费红利指数增强(LOF),方正富邦沪港深人工智能50ETF,方正富邦创新动力混合A,方正富邦红利精选混合A",3 ,54.67,125.19
1637,38,王慧,华宝基金,"华宝宝丰高等级债券A,华宝宝丰高等级债券C,华宝宝裕债券A,华宝宝裕债券C,华宝宝盛纯债债券,华宝宝润债券,华宝宝泓债券,华宝宝瑞一年定开债",3 ,125.06,11.24
1638,39,吴晖,长信基金,"长信利丰债券E,长信利丰债券A,长信先锐混合C,长信稳健均衡6个月持有期混合A,长信稳健均衡6个月持有期混合C,长信价值优选混合,长信先锐混合A,长信利广混合C,长信利广混合A,长信利盈混合C,长信利盈混合A,长信利富债券,长信可转债债券C,长信可转债债券A,长信利丰债券C",2 ,70.93,72.2
1639,40,吴昊,华夏基金,华夏高端制造混合,1 ,16.51,132.09
1640,41,魏昊,华泰证券(上海)资产管理,"华泰紫金泰盈混合A,华泰紫金泰盈混合C,华泰紫金信息科技6个月定开A,华泰紫金信息科技6个月定开C",0 ,13.01,-0.66
1641,42,王汉博,嘉实基金,"嘉实研究增强混合,嘉实创新成长混合,嘉实多利收益债券,嘉实惠泽混合(LOF)",3 ,5.18,18.12
1642,43,王浩冰,创金合信基金,"创金合信数字经济主题股票A,创金合信数字经济主题股票C",1 ,0.75,46.42
1643,44,汪华春,国融基金,"国融融盛龙头严选混合A,国融融盛龙头严选混合C,国融融兴混合A,国融融兴混合C",1 ,0.29,-12.41
1644,45,王海峰,银华基金,"银华鑫利一年持有期混合,银华鑫锐灵活配置混合(LOF),银华鑫盛灵活配置混合(LOF)",6 ,20.72,212.63
1645,46,王海华,银河基金,"银河医药混合,银河服务混合,银河行业混合",8 ,37.17,295.91
1646,47,王海军,长安基金,"长安鑫禧灵活配置混合A,长安鑫禧灵活配置混合C",7 ,0.27,4.72
1647,48,王慧杰,中欧基金,"中欧滚钱宝货币A,中欧短债债券A,中欧滚钱宝货币B,中欧滚钱宝货币C,中欧短债债券C,中欧盈和债券,中欧兴悦债券,中欧稳利60天滚动持有短债A,中欧稳利60天滚动持有短债C",6 ,1334.69,10.93
1648,49,王辉良,信达澳银基金,"信达澳银新财富混合,信达澳银新征程定开混合A,信达澳银中证沪港深高股息精选,信达澳银新征程定开混合C",6 ,4.06,7.92
1649,50,吴鸿霖,天风(上海)证券资产管理,天风天盈一年定开混合,0 ,,-0.01
1650,1,王海明,华泰保兴,"华泰保兴货币A,华泰保兴货币B,华泰保兴久盈63个月定开债",2 ,123.23,4.5
1651,2,王恒楠,诺德基金,"诺德量化优选6个月持有期混合,诺德量化核心A,诺德量化核心C",3 ,8.89,80.82
1652,3,王海青,鹏华基金,"鹏华沪深港互联网股票,鹏华研究精选灵活配置混合,鹏华新兴成长混合A,鹏华新兴成长混合C",4 ,59.03,195.83
1653,4,王海涛,上海光大证券资产管理,"光大阳光价值30个月混合A,光大阳光生活18个月混合A,光大阳光智造混合A,光大阳光价值30个月混合B,光大阳光智造混合B,光大阳光智造混合C,光大阳光生活18个月混合B,光大阳光生活18个月混合C,光大阳光香港精选混合(QDII)人民币A,光大阳光香港精选混合(QDII)美元A,光大阳光香港精选混合(QDII)人民币C",2 ,21.16,45.83
1654,5,吴慧文,安信证券资产,"安信瑞鸿中短债A,安信瑞鸿中短债B,安信瑞鸿中短债C,安信资管瑞元添利A,安信资管瑞元添利B,安信资管瑞元添利C,安信瑞盈3个月滚动持有债A,安信瑞盈3个月滚动持有债B,安信瑞盈3个月滚动持有债C",1 ,7.68,4.01
1655,6,吴坚,国寿安保基金,"国寿安保稳惠混合,国寿安保稳诚混合A,国寿安保稳诚混合C,国寿安保稳泰一年定开混合A,国寿安保稳泰一年定开混合C,国寿安保稳和6个月持有期混合A,国寿安保稳和6个月持有期混合C,国寿安保稳福6个月持有期混合A,国寿安保稳福6个月持有期混合C,国寿安保稳安混合A,国寿安保稳安混合C,国寿安保策略精选混合(LOF),国寿安保科创3年封闭混合",7 ,90.27,186.04
1656,7,王靖,方正富邦基金,"方正富邦金小宝货币,方正富邦添利纯债A,方正富邦添利纯债C,方正富邦禾利39个月定开债A,方正富邦禾利39个月定开债C,方正富邦货币A,方正富邦货币B",5 ,269.69,5.52
1657,8,王景,招商基金,"招商制造业混合A,招商制造业混合C,招商瑞泽一年持有期混合A,招商瑞泽一年持有期混合C,招商瑞德一年持有期混合A,招商瑞德一年持有期混合C,招商品质升级混合A,招商品质升级混合C,招商蓝筹精选股票A,招商蓝筹精选股票C,招商金安成长严选1年封闭混合,招商品质生活混合A,招商品质生活混合C,招商瑞智优选混合(LOF),招商3年封闭瑞利混合",10 ,637.04,233.58
1658,9,王健,中欧基金,"中欧新动力混合(LOF)E,中欧养老产业混合A,中欧新动力混合(LOF)C,中欧嘉泽灵活配置混合,中欧嘉和三年混合A,中欧嘉和三年混合C,中欧均衡成长混合A,中欧均衡成长混合C,中欧价值成长混合A,中欧价值成长混合C,中欧嘉选混合A,中欧嘉选混合C,中欧嘉益一年持有期混合A,中欧嘉益一年持有期混合C,中欧养老产业混合C,中欧新动力混合(LOF)A",10 ,181.94,175
1659,10,魏军,泰康资产,"泰康沪深300ETF联接A,泰康沪深300ETF联接C,泰康中证智能电动汽车ETF,泰康沪深300ETF,泰康中证500ETF,泰康中证内地低碳经济ETF",9 ,62.8,26.65
1660,11,王静,前海联合,"前海联合泳涛混合A,前海联合科技先锋混合A,前海联合科技先锋混合C,前海联合泳涛混合C",5 ,2.34,68
1661,12,王健,兴证全球基金,"兴全稳益定开债发起式,兴全天添益货币A,兴全天添益货币B,兴全祥泰定期开放债券",3 ,579.68,18.08
1662,13,武杰,民生加银基金,"民生加银中证港股通指数A,民生加银中证港股通指数C,民生加银沪深300ETF联接A,民生加银沪深300ETF联接C,民生中证内地资源主题指数C,民生加银中证500指数增强A,民生加银中证500指数增强C,民生加银沪深300ETF,民生加银中证生物科技主题ETF,民生中证内地资源主题指数A",3 ,8.76,94.34
1663,14,王剑,申万菱信基金,申万菱信量化小盘股票,2 ,5.26,23.64
1664,15,魏建,长城基金,"长城转型成长灵活配置混合,长城久稳债券A,长城久荣纯债定开,长城稳健增利债券C,长城悦享回报债券A,长城悦享回报债券C,长城久稳债券C,长城久稳债券D,长城稳健增利债券A,长城积极增利债券A,长城积极增利债券C",1 ,48.09,8.69
1665,16,武建刚,天治基金,"天治量化核心精选混合A,天治量化核心精选混合C",1 ,0.77,-19.9
1666,17,吴江宏,汇添富基金,"汇添富双利债券C,汇添富绝对收益定开混合A,汇添富保鑫灵活配置混合A,汇添富绝对收益定开混合C,汇添富稳健鑫添益六个月持有混合,汇添富稳健睿选一年持有混合A,汇添富稳健睿选一年持有混合C,汇添富稳健盈和一年持有混合,汇添富保鑫灵活配置混合C,汇添富鑫享添利六个月持有混合A,汇添富鑫享添利六个月持有混合C,汇添富双利债券A,汇添富可转换债券A,汇添富可转换债券C,汇添富6月红添利定开债A,汇添富6月红添利定开债C",6 ,602.97,61.09
1667,18,王佳卉,德邦基金,"德邦沪港深龙头混合A,德邦沪港深龙头混合C",1 ,1.8,4.48
1668,19,王建华,信达澳银基金,信达澳银新财富混合,0 ,3.65,6.98
1669,20,王建军,易方达基金,易方达沪深300量化增强,6 ,13.04,1.12
1670,21,万建军,华安基金,"华安研究精选混合A,华安研究驱动混合A,华安研究驱动混合C,华安研究智选混合A,华安研究智选混合C,华安研究精选混合C",4 ,87.05,242.31
1671,22,王佳骏,东方红资产管理,"东方红核心优选定开混合A,东方红安鑫甄选一年持有混合,东方红匠心甄选一年持有混合,东方红优质甄选一年持有混合,东方红核心优选定开混合C,东方红锦和甄选18个月持有混合A,东方红锦和甄选18个月持有混合C,东方红均衡优选定开混合",2 ,112.2,18.41
